idx,Periódico,Categoría,Título,Contenido,Clasificación,Score BERT,Tipo
365,okdiario,Internacional,eeuu permitirá que delcy pague la defensa del dictador maduro con dinero de todos los venezolanos,estados unidos ha accedido a modificar parcialmente sus sanciones contra la narcodictadura de venezuela para permitir que caracas pague los honorarios del abogado defensor del narcodictador nicolás maduro levantando así una restricción que podría haber complicado el desarrollo del proceso judicial s...,No Clickbait,0.316,Ambos: No Clickbait
366,okdiario,Internacional,la dictadura cubana pide el fin del bloqueo energético en su reunión con eeuu,la dictadura cubana ha exigido a estados unidos el fin del bloqueo tras una reunión en la habana según ha confirmado este lunes el subdirector general para estados unidos del ministerio de exteriores de la dictadura de cuba alejandro garcía del toro. la habana ha confirmado la celebración de un encu...,No Clickbait,0.228,Ambos: No Clickbait
369,okdiario,Internacional,netanyahu ordena al ejército israelí golpear con fuerza a hezbolá tras repetidas violaciones de la tregua,el primer ministro de israel benjamin netanyahu ha ordenado al ejército israelí golpear con fuerza a los terroristas de hezbolá financiados por la dictadura de los ayatolás de irán y asentados en el sur de líbano tras repetidas violaciones del alto el fuego por parte de los terroristas. benjamin net...,No Clickbait,0.275,Ambos: No Clickbait
370,okdiario,Internacional,al menos 14 muertos y 20 heridos en un brutal atentado terrorista con explosivos en colombia,al menos 14 personas han muerto y otras 20 resultaron heridas tras la detonación de un artefacto explosivo en un brutal ataque terrorista registrado en colombia en la localidad de cajibío en el departamento de cauca en la vía panamericana . el ataque terrorista ha sido cometido en una zona llamada e...,No Clickbait,0.199,Ambos: No Clickbait
371,okdiario,Internacional,irán planta a eeuu su ministro de exteriores se va de islamabad antes de la llegada de la delegación de trump,el ministro iraní de asuntos exteriores ha abandonado islamabad sin esperar a los enviados de donald trump para las negociaciones entre eeuu y la dictadura de irán . la tiranía de los ayatolás de irán ha plantado así este sábado a eeuu ante las conversaciones de paz tras el comienzo de la operación ...,No Clickbait,0.292,Ambos: No Clickbait
372,okdiario,Internacional,trump comparte en redes el vídeo de la entrada del tirador y los disparos del servicio secreto,el presidente de estados unidos donald trump ha compartido en su red social truth social el vídeo de la entrada del presunto tirador corriendo a través de los pasillos del hotel donde se celebraba este sábado la cena de corresponsales de la casa blanca en el hotel washington hilton en washington d.c...,No Clickbait,0.376,Ambos: No Clickbait
373,okdiario,Internacional,última hora de la guerra de irán en directo alto el fuego negociaciones noticias del estrecho de ormuz y donald trump hoy,irán está considerando volver a las negociaciones de paz con estados unidos tras mantener contactos diplomáticos con pakistán que ejerce como mediador en un escenario marcado por la incertidumbre y la creciente tensión regional. el proceso de diálogo entre washington y teherán permanece en suspenso ...,No Clickbait,0.330,Ambos: No Clickbait
374,okdiario,Internacional,nuevo órdago de teherán jamenei amenaza con ataques a eeuu e israel en un mensaje en redes sociales,la dictadura de los ayatolás de irán ha vuelto a desafiar a washington y jerusalén este martes pocas horas antes de que expirase el plazo de vencimiento del alto el fuego. el líder supremo mojtaba jamenei ha amenazado con nuevos ataques militares en un mensaje en redes sociales. es el nuevo órdago d...,No Clickbait,0.237,Ambos: No Clickbait
376,okdiario,Internacional,el atacante es cole tomas allen un profesor demócrata californiano que donó a la campaña de kamala harris,un profesor demócrata de california 31 años es el detenido tras los disparos que provocaron la evacuación de donald trump en la cena de corresponsales en washington. se ha conocido este domingo que fue donante de la campaña de kamala harris. según la prensa de eeuu. el nombre del detenido es cole to...,No Clickbait,0.486,Ambos: No Clickbait
377,okdiario,Internacional,países bajos denuncia una ofensiva del espionaje chino contra europa mientras sánchez se abraza a xi jinping,mientras pedro sánchez estrecha lazos con china abrazándose sin reparos a la dictadura comunista de xi jinping pese a las advertencias de la ue los servicios de inteligencia de los países bajos han denunciado que pekín está lanzando la mayor ofensiva de espionaje y ataques cibernéticos. lo está haci...,No Clickbait,0.256,Ambos: No Clickbait
378,okdiario,Internacional,netanyahu anuncia que tuvo cáncer de próstata gracias a dios ya quedó atrás,el primer ministro de israel benjamin netanyahu ha revelado este viernes que en un análisis médico anual le diagnosticaron un cáncer de próstata pero que ya está curado. hoy se ha publicado mi informe médico anual. solicité que se retrasara su publicación dos meses para que no saliera a la luz en pl...,No Clickbait,0.365,Ambos: No Clickbait
379,okdiario,Internacional,giorgia meloni ofrece 615 euros a los abogados de inmigrantes que logren convencer a sus clientes de abandonar italia,la inmigración se ha convertido en el centro del debate político en europa durante los últimos meses. aunque todos los países se han visto afectados por este problema las naciones bañadas por el mediterráneo son las más perjudicadas al ser este mar un punto de acceso clave para europa. no obstante g...,No Clickbait,0.276,Ambos: No Clickbait
380,okdiario,Nacional,el alcalde de móstoles tilda de vergonzoso que el delegado del gobierno use las instituciones para atacarle y anuncia una querella,durante la junta local de seguridad celebrada este viernes en móstoles presidida por el alcalde manuel bautista el regidor ha anunciado que se querellará contra el delegado del gobierno en madrid francisco martín por vulnerar su honor después de considerar vergonzoso que haya instrumentalizado una i...,No Clickbait,0.312,Ambos: No Clickbait
381,okdiario,Nacional,la policía acredita que iglesias señaló al tuitero sr. liberal llamándole fascista y amplificó el ataque desde sus redes,la brigada provincial de información del cuerpo nacional de policía de madrid ha elaborado un informe incorporado a un sumario que instruye desde 2025 el juzgado de instrucción número 3 de móstoles en el que constata que el perfil de la red social x pabloiglesias con 25 millones de seguidores public...,No Clickbait,0.296,Ambos: No Clickbait
382,okdiario,Nacional,cielos nubosos y chubascos en andalucía tormentas y vientos moderados según aemet,cielos muy nubosos dominarán hoy 25 de abril de 2026 en buena parte de andalucía donde se esperan chubascos localmente fuertes especialmente en las sierras acompañados de tormentas por la tarde. aunque las temperaturas mínimas experimentarán cambios ligeros las máximas ascenderán notablemente en el ...,No Clickbait,0.368,Ambos: No Clickbait
383,okdiario,Nacional,el gobierno debate ampliar sine die las nacionalizaciones del exilio tras recibir 25 millones de peticiones,en pleno proceso de resolución de los 25 millones de peticiones de nacionalización presentadas por los descendientes del exilio el consejo general de la ciudadanía española en el exterior cgcee órgano consultivo y asesor del gobierno adscrito a la secretaría de estado de migraciones promueve una ref...,No Clickbait,0.243,Ambos: No Clickbait
384,okdiario,Nacional,sánchez con su mujer y hermano procesados se burla de la prioridad nacional tenemos prioridades familiares,el presidente del gobierno pedro sánchez se ha burlado de la prioridad nacional con su mujer begoña gómez y su hermano david sánchez procesados en sendas causas judiciales. tenemos prioridades familiares ha expresado así este domingo en un acto de precampaña en córdoba de maría jesús montero candi t...,No Clickbait,0.263,Ambos: No Clickbait
385,okdiario,Nacional,aemet jornada variable en bilbao con brumas nubes y posibles chubascos por la tarde,hoy 26 de abril de 2026 el tiempo en toda la provincia de bilbao se presenta como una jornada poco nubosa aunque con intervalos de nubes bajas en la madrugada que podrían traer brumas y nieblas. por la tarde se espera algo de nubosidad en el sur acompañada de posibles chubascos y tormentas. las temp...,No Clickbait,0.339,Ambos: No Clickbait
386,okdiario,Nacional,despliegue policial en un centro de la línea tras la brutal agresión de un mena a una trabajadora social,un mena agredió y dejó herida el 4 de abril a una trabajadora social del centro de protección de menores la concepción de la línea de la concepción en cádiz. el menor identificado en un parte interno como nakim habría provocado además importantes destrozos en las instalaciones tras mostrarse agresiv...,No Clickbait,0.283,Ambos: No Clickbait
387,okdiario,Nacional,la policía detecta que delincuentes excarcelados de marruecos y argelia intentan colarse en la regularización,delincuentes excarcelados de marruecos argelia y cárceles de toda áfrica están intentando colarse en españa a través de la regularización masiva urdida por el gobierno de pedro sánchez tras un pacto con podemos. así lo declaran a okdiario fuentes policiales destacando que es un peligro real la llega...,No Clickbait,0.203,Ambos: No Clickbait
388,okdiario,Nacional,sánchez rabia por los acuerdos de pp y vox en extremadura y aragón pactos de señoros entre abascal y feijóo,el presidente del gobierno pedro sánchez ha rabiado por los acuerdos del pp y vox para formar parte del ejecutivo en las comunidades autónomas de extremadura y aragón. a ojos del líder socialista estos son pactos de señoros entre abascal y feijóo. sánchez se ha expresado así este domingo en un acto ...,No Clickbait,0.325,Ambos: No Clickbait
